"V1","V2","V3","V4","V5","V6","V7"
"1","0.000000","0.874862","-0.414052","0.251351","0.190871","79357.000000","-2209.000000"
"2","1.000000","0.874425","-0.415125","0.251104","0.194094","79813.000000","-1633.000000"
"3","2.000000","0.873909","-0.415714","0.251922","0.197264","79488.000000","-1908.000000"
"4","3.000000","0.873139","-0.417423","0.251765","0.200384","78592.000000","-1428.000000"
"5","4.000000","0.873205","-0.417565","0.251300","0.203455","78283.000000","-1707.000000"
"6","5.000000","0.873136","-0.417522","0.251614","0.206480","80042.000000","-1266.000000"
"7","6.000000","0.873090","-0.418135","0.250754","0.209462","79349.000000","-1595.000000"
"8","7.000000","0.872696","-0.418590","0.251365","0.212401","80439.000000","-2827.000000"
"9","8.000000","0.872977","-0.418606","0.250359","0.215026","80431.000000","-899.000000"
"10","9.000000","0.873551","-0.418374","0.248740","0.217617","80086.000000","-876.000000"
"11","10.000000","0.873457","-0.418963","0.248079","0.219903","79007.000000","-1445.000000"
"12","11.000000","0.874134","-0.417844","0.247580","0.221889","79256.000000","-1458.000000"
"13","12.000000","0.874238","-0.417591","0.247641","0.223581","79915.000000","-1419.000000"
"14","13.000000","0.874566","-0.416993","0.247491","0.224981","80629.000000","-2341.000000"
"15","14.000000","0.874948","-0.416753","0.246542","0.226094","79040.000000","-2546.000000"
"16","15.000000","0.875873","-0.415188","0.245896","0.226924","79825.000000","-2857.000000"
"17","16.000000","0.876359","-0.414136","0.245940","0.227473","81096.000000","-1024.000000"
"18","17.000000","0.876268","-0.413534","0.247272","0.227746","78198.000000","-2980.000000"
"19","18.000000","0.876689","-0.412335","0.247783","0.228019","80966.000000","-2134.000000"
"20","19.000000","0.876854","-0.411589","0.248438","0.228019","79405.000000","-2615.000000"
"21","20.000000","0.877029","-0.411822","0.247432","0.228019","79469.000000","-1657.000000"
"22","21.000000","0.877084","-0.412185","0.246633","0.228019","79560.000000","-1736.000000"
"23","22.000000","0.877057","-0.411723","0.247500","0.228019","79673.000000","-2051.000000"
"24","23.000000","0.877111","-0.411450","0.247760","0.228019","78814.000000","-540.000000"
"25","24.000000","0.877722","-0.410605","0.246998","0.228019","80500.000000","-2348.000000"
"26","25.000000","0.877285","-0.411683","0.246756","0.228019","79564.000000","-1458.000000"
"27","26.000000","0.877175","-0.412154","0.246362","0.228019","78977.000000","-2465.000000"
"28","27.000000","0.877285","-0.411683","0.246756","0.228019","78228.000000","-1874.000000"
"29","28.000000","0.877238","-0.412296","0.245897","0.228019","78290.000000","-2842.000000"
"30","29.000000","0.877191","-0.412908","0.245038","0.228019","79874.000000","-1828.000000"
"31","30.000000","0.877191","-0.412908","0.245038","0.228019","79031.000000","-1537.000000"
"32","31.000000","0.876870","-0.413542","0.245117","0.228019","80239.000000","-1515.000000"
"33","32.000000","0.877264","-0.414052","0.242837","0.228019","80042.000000","-1616.000000"
"34","33.000000","0.877709","-0.414286","0.240819","0.228019","79742.000000","-2108.000000"
"35","34.000000","0.877641","-0.414777","0.240223","0.228019","79616.000000","-1650.000000"
"36","35.000000","0.877255","-0.415575","0.240251","0.228019","79927.000000","-2387.000000"
"37","36.000000","0.877632","-0.415331","0.239296","0.228019","79208.000000","-2322.000000"
"38","37.000000","0.877400","-0.415934","0.239098","0.228019","79747.000000","-2019.000000"
"39","38.000000","0.876832","-0.416389","0.240387","0.228019","79804.000000","-1614.000000"
"40","39.000000","0.876771","-0.416249","0.240852","0.228019","78291.000000","-1073.000000"
"41","40.000000","0.877381","-0.415401","0.240094","0.228019","81422.000000","-700.000000"
"42","41.000000","0.877327","-0.416011","0.239233","0.228019","80044.000000","-1860.000000"
"43","42.000000","0.877919","-0.415043","0.238740","0.228019","80836.000000","-948.000000"
"44","43.000000","0.878425","-0.414447","0.237915","0.228019","79124.000000","-2338.000000"
"45","44.000000","0.877935","-0.415162","0.238475","0.228019","79229.000000","-2255.000000"
"46","45.000000","0.877002","-0.416946","0.238798","0.228019","80270.000000","-312.000000"
"47","46.000000","0.877164","-0.416832","0.238401","0.228019","79888.000000","-970.000000"
"48","47.000000","0.877538","-0.416588","0.237447","0.228019","79564.000000","-994.000000"
"49","48.000000","0.877986","-0.416600","0.235763","0.228019","80246.000000","-2300.000000"
"50","49.000000","0.877667","-0.417574","0.235229","0.228019","78885.000000","-2981.000000"
"51","50.000000","0.877440","-0.417919","0.235462","0.228019","80980.000000","-1654.000000"
"52","51.000000","0.877338","-0.418172","0.235394","0.228019","79113.000000","-1245.000000"
"53","52.000000","0.877221","-0.418308","0.235589","0.228019","79570.000000","-1834.000000"
"54","53.000000","0.877440","-0.417919","0.235462","0.228019","80853.000000","-2087.000000"
"55","54.000000","0.877972","-0.416815","0.235435","0.228019","79611.000000","-2235.000000"
"56","55.000000","0.878132","-0.417034","0.234450","0.228019","78659.000000","-2181.000000"
"57","56.000000","0.878118","-0.416916","0.234713","0.228019","81220.000000","-1092.000000"
"58","57.000000","0.878118","-0.416916","0.234713","0.228019","80053.000000","-865.000000"
"59","58.000000","0.878219","-0.416664","0.234782","0.228019","79016.000000","-1312.000000"
"60","59.000000","0.877616","-0.417842","0.234944","0.228019","79128.000000","-2228.000000"
"61","60.000000","0.877557","-0.418115","0.234676","0.228019","78871.000000","-2043.000000"
"62","61.000000","0.876965","-0.418748","0.235757","0.228019","80171.000000","-2193.000000"
"63","62.000000","0.877511","-0.417098","0.236651","0.228019","81577.000000","-1859.000000"
"64","63.000000","0.876963","-0.418084","0.236943","0.228019","80075.000000","-2169.000000"
"65","64.000000","0.877121","-0.417224","0.237871","0.228019","80410.000000","-2028.000000"
"66","65.000000","0.877285","-0.417443","0.236882","0.228019","80132.000000","-1278.000000"
"67","66.000000","0.876913","-0.418019","0.237243","0.228019","80534.000000","-2618.000000"
"68","67.000000","0.876214","-0.419187","0.237763","0.228019","78401.000000","-2915.000000"
"69","68.000000","0.875668","-0.420497","0.237462","0.228019","80891.000000","-1217.000000"
"70","69.000000","0.875768","-0.419915","0.238120","0.228019","80817.000000","-1383.000000"
"71","70.000000","0.875543","-0.419974","0.238842","0.228019","80910.000000","-1994.000000"
"72","71.000000","0.874964","-0.421053","0.239067","0.228019","78880.000000","-2254.000000"
"73","72.000000","0.875042","-0.421636","0.237749","0.228019","80249.000000","-3291.000000"
"74","73.000000","0.875652","-0.420792","0.236998","0.228019","79112.000000","-1652.000000"
"75","74.000000","0.875593","-0.420655","0.237460","0.228019","80024.000000","-2020.000000"
"76","75.000000","0.875534","-0.420517","0.237921","0.228019","80069.000000","-1257.000000"
"77","76.000000","0.875966","-0.420413","0.236509","0.228019","79300.000000","-1198.000000"
"78","77.000000","0.875357","-0.421258","0.237260","0.228019","81833.000000","-2215.000000"
"79","78.000000","0.875238","-0.421395","0.237456","0.228019","81060.000000","-1684.000000"
"80","79.000000","0.874626","-0.422240","0.238208","0.228019","79566.000000","-2008.000000"
"81","80.000000","0.874628","-0.422568","0.237616","0.228019","80154.000000","-1876.000000"
"82","81.000000","0.874676","-0.423244","0.236234","0.228019","79343.000000","-2409.000000"
"83","82.000000","0.874676","-0.423244","0.236234","0.228019","80069.000000","-2561.000000"
"84","83.000000","0.874628","-0.422568","0.237616","0.228019","78444.000000","-1036.000000"
"85","84.000000","0.874806","-0.421827","0.238277","0.228019","79647.000000","-641.000000"
"86","85.000000","0.874699","-0.421752","0.238803","0.228019","79735.000000","-1331.000000"
"87","86.000000","0.874656","-0.421717","0.239022","0.228019","79239.000000","-1295.000000"
"88","87.000000","0.874829","-0.420644","0.240277","0.228019","79978.000000","-2608.000000"
"89","88.000000","0.874841","-0.420430","0.240608","0.228019","80000.000000","-674.000000"
"90","89.000000","0.873792","-0.422122","0.241454","0.228019","80321.000000","-817.000000"
"91","90.000000","0.873792","-0.422122","0.241454","0.228019","80344.000000","-1126.000000"
"92","91.000000","0.873692","-0.422707","0.240793","0.228019","80985.000000","-943.000000"
"93","92.000000","0.873575","-0.423174","0.240397","0.228019","79086.000000","-2160.000000"
"94","93.000000","0.873664","-0.422802","0.240727","0.228019","80343.000000","-1019.000000"
"95","94.000000","0.873725","-0.422940","0.240264","0.228019","80327.000000","-2521.000000"
"96","95.000000","0.873620","-0.422767","0.240948","0.228019","80256.000000","-2430.000000"
"97","96.000000","0.873437","-0.422767","0.241611","0.228019","79753.000000","-2611.000000"
"98","97.000000","0.874209","-0.420728","0.242378","0.228019","79266.000000","-3560.000000"
"99","98.000000","0.873750","-0.420710","0.244058","0.228019","80184.000000","-1716.000000"
"100","99.000000","0.873359","-0.421163","0.244676","0.228019","79571.000000","-1559.000000"
"101","100.000000","0.872739","-0.422007","0.245431","0.228019","79813.000000","-1567.000000"
"102","101.000000","0.872676","-0.421867","0.245896","0.228019","80394.000000","-3310.000000"
"103","102.000000","0.873233","-0.420884","0.245603","0.228019","80148.000000","-1888.000000"
"104","103.000000","0.873110","-0.421020","0.245807","0.228019","79097.000000","-1953.000000"
"105","104.000000","0.873430","-0.420093","0.246254","0.228019","79253.000000","-1899.000000"
"106","105.000000","0.873366","-0.419953","0.246720","0.228019","78894.000000","-1700.000000"
"107","106.000000","0.873490","-0.419817","0.246515","0.228019","81832.000000","-1936.000000"
